GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,160,"...","  Per capita retirement and other 4/","Dollars",212,246,273,304,355,402,482,537,569,627,696,797,912,999,1048,1142,1220,1282,1348,1434,1582,1692,1826,1934,2056,2135,2297,2456,2533,2582,2733,2924,3270,3501,3695,3901,4145,4502,4765,5478,5730,6049,6155,6231,6398,7170,7810,7989,8021,8538,8933
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,170,"..."," Per capita dividends, interest, and rent 4/","Dollars",530,618,682,758,819,928,1029,1110,1201,1380,1528,1774,2126,2606,2812,3080,3393,3523,3565,3700,3862,4075,4146,4207,4351,4651,4988,5277,5551,5773,5628,5905,5979,5743,5686,5859,6313,6845,7183,7365,6603,6412,7064,7565,7471,8264,8524,8922,9140,9603,9634
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,180,"..."," Earnings by place of work","Thousands of dollars",1277296,1417511,1582539,1822404,2033464,2239441,2484964,2825963,3191137,3702854,4188952,4587676,5050684,5317135,5903338,6593139,7237774,7720595,8226914,8763413,9319557,10044050,10792754,11698892,12723513,13780946,14784709,15317842,16155491,17074444,17730299,19453946,20428613,21471577,22546499,23870589,25082390,26728289,27557960,28247623,27915364,28053951,28611894,28783428,28618206,29573286,30500293,31651606,32233559,33448115,35004404
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,190,"...","  Wages and salaries","Thousands of dollars",1024468,1131621,1257613,1439905,1600574,1754633,1937948,2207520,2486119,2874195,3263789,3596877,3976493,4194139,4630218,5116591,5594248,5959302,6356220,6714388,7070838,7583403,8064142,8649091,9359001,10212613,11026916,11450581,12118183,12872868,13439585,14480303,15315716,15925836,16658088,17587348,18565498,19794309,20706904,21327532,20871082,20773437,21000346,21304800,21405245,21976392,22723410,23419156,23946018,24866439,26215594
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,200,"...","  Supplements to wages and salaries","Thousands of dollars",129694,147046,177839,212956,240621,270900,310188,355652,405984,472286,551364,613825,700009,757055,868896,982687,1102748,1194675,1237287,1383158,1530523,1708702,1853163,2117008,2273752,2455533,2572281,2614719,2701639,2837588,2926711,3171052,3276660,3584704,3854942,4116910,4442809,4562882,4742212,4894490,4848996,5035919,5188236,5315234,5263904,5260951,5545678,5775229,5853261,5997356,6074425
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,201,"...","   Employer contributions for employee pension and insurance funds 5/","Thousands of dollars",89999,103210,126004,149462,159587,179645,209677,236891,270241,309276,358370,403375,453886,495517,570746,634541,723976,788659,813691,917918,1038307,1144692,1244918,1458027,1561358,1665307,1727287,1738003,1780778,1866634,1920852,2095234,2143077,2393336,2608255,2827076,3088642,3096641,3222061,3303681,3273097,3437387,3546102,3647529,3566279,3525481,3638064,3850805,3988508,4115332,4109984
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,202,"...","   Employer contributions for government social insurance","Thousands of dollars",39695,43836,51835,63494,81034,91255,100511,118761,135743,163010,192994,210450,246123,261538,298150,348146,378772,406016,423596,465240,492216,564010,608245,658981,712394,790226,844994,876716,920861,970954,1005859,1075818,1133583,1191368,1246687,1289834,1354167,1466241,1520151,1590809,1575899,1598532,1642134,1667705,1697625,1735470,1907614,1924424,1864753,1882024,1964441
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,210,"...","  Proprietors' income","Thousands of dollars",123134,138844,147087,169543,192269,213908,236828,262791,299034,356373,373799,376974,374182,365941,404224,493861,540778,566618,633407,665867,718196,751945,875449,932793,1090760,1112800,1185512,1252542,1335669,1363988,1364003,1802591,1836237,1961037,2033469,2166331,2074083,2371098,2108844,2025601,2195286,2244595,2423312,2163394,1949057,2335943,2231205,2457221,2434280,2584320,2714385
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,220,"...","   Farm proprietors' income","Thousands of dollars",7988,11319,8761,10251,13768,12072,11612,7759,10174,19969,26071,27068,17946,18618,7547,17684,17445,13737,14359,24504,31485,29126,33984,23499,26914,13258,-2344,7011,11604,13122,29918,33240,46172,16685,35980,58685,45774,22568,37331,26766,-4943,11860,53004,34322,21072,51072,44406,47267,24460,29873,47854
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,230,"...","   Nonfarm proprietors' income","Thousands of dollars",115146,127525,138326,159292,178501,201836,225216,255032,288860,336404,347728,349906,356236,347323,396677,476177,523333,552881,619048,641363,686711,722819,841465,909294,1063846,1099542,1187856,1245531,1324065,1350866,1334085,1769351,1790065,1944352,1997489,2107646,2028309,2348530,2071513,1998835,2200229,2232735,2370308,2129072,1927985,2284871,2186799,2409954,2409820,2554447,2666531
 "89106","Albuquerque-Santa Fe-Las Vegas, NM (Combined Statistical Area)", ,CAINC30,240,"...","Total employment (number of jobs)","Number of jobs",192183,197840,210703,228243,240306,247860,253832,267859,283027,302569,316300,317401,320944,320271,335680,355081,373148,386226,402583,422667,432580,439884,452325,462001,481194,504316,530801,537794,547208,556772,560974,577029,582103,585684,595561,610035,622277,642059,654539,652865,630676,619941,618262,616880,619834,624113,632007,639868,644699,651797,664360
